09/03/2025 08:24:03 Epoch 144/200 summary:  loss_train=0.51172,  acc_train=99.91%,  loss_val=0.34,  acc_val=91.78% (best: 91.92% @ epoch 135)
09/03/2025 08:24:59 Epoch 145/200 summary:  loss_train=0.51192,  acc_train=99.89%,  loss_val=0.33,  acc_val=91.83% (best: 91.92% @ epoch 135)
09/03/2025 08:25:56 Epoch 146/200 summary:  loss_train=0.51128,  acc_train=99.92%,  loss_val=0.34,  acc_val=91.71% (best: 91.92% @ epoch 135)
09/03/2025 08:26:52 Epoch 147/200 summary:  loss_train=0.51144,  acc_train=99.91%,  loss_val=0.33,  acc_val=91.88% (best: 91.92% @ epoch 135)
09/03/2025 08:27:48 Epoch 148/200 summary:  loss_train=0.51141,  acc_train=99.93%,  loss_val=0.33,  acc_val=91.75% (best: 91.92% @ epoch 135)
09/03/2025 08:28:43 Epoch 149/200 summary:  loss_train=0.51063,  acc_train=99.95%,  loss_val=0.34,  acc_val=91.92% (best: 91.92% @ epoch 149)
09/03/2025 08:29:40 Epoch 150/200 summary:  loss_train=0.51120,  acc_train=99.92%,  loss_val=0.33,  acc_val=91.81% (best: 91.92% @ epoch 149)
09/03/2025 08:30:36 Epoch 151/200 summary:  loss_train=0.51080,  acc_train=99.92%,  loss_val=0.33,  acc_val=91.79% (best: 91.92% @ epoch 149)
09/03/2025 08:31:31 Epoch 152/200 summary:  loss_train=0.51066,  acc_train=99.92%,  loss_val=0.33,  acc_val=91.83% (best: 91.92% @ epoch 149)
09/03/2025 08:32:27 Epoch 153/200 summary:  loss_train=0.51040,  acc_train=99.94%,  loss_val=0.33,  acc_val=91.92% (best: 91.92% @ epoch 149)
09/03/2025 08:33:24 Epoch 154/200 summary:  loss_train=0.51049,  acc_train=99.92%,  loss_val=0.33,  acc_val=91.79% (best: 91.92% @ epoch 149)
09/03/2025 08:34:20 Epoch 155/200 summary:  loss_train=0.51070,  acc_train=99.92%,  loss_val=0.33,  acc_val=91.88% (best: 91.92% @ epoch 149)
09/03/2025 08:35:16 Epoch 156/200 summary:  loss_train=0.51006,  acc_train=99.94%,  loss_val=0.33,  acc_val=91.82% (best: 91.92% @ epoch 149)
09/03/2025 08:36:12 Epoch 157/200 summary:  loss_train=0.51012,  acc_train=99.93%,  loss_val=0.33,  acc_val=91.94% (best: 91.94% @ epoch 157)
09/03/2025 08:37:08 Epoch 158/200 summary:  loss_train=0.51000,  acc_train=99.94%,  loss_val=0.34,  acc_val=91.83% (best: 91.94% @ epoch 157)
09/03/2025 08:38:04 Epoch 159/200 summary:  loss_train=0.51034,  acc_train=99.93%,  loss_val=0.33,  acc_val=91.88% (best: 91.94% @ epoch 157)
09/03/2025 08:39:00 Epoch 160/200 summary:  loss_train=0.50984,  acc_train=99.94%,  loss_val=0.33,  acc_val=91.90% (best: 91.94% @ epoch 157)
09/03/2025 08:39:57 Epoch 161/200 summary:  loss_train=0.51037,  acc_train=99.93%,  loss_val=0.33,  acc_val=91.91% (best: 91.94% @ epoch 157)
09/03/2025 08:40:52 Epoch 162/200 summary:  loss_train=0.51018,  acc_train=99.93%,  loss_val=0.33,  acc_val=91.86% (best: 91.94% @ epoch 157)
09/03/2025 08:41:48 Epoch 163/200 summary:  loss_train=0.51016,  acc_train=99.93%,  loss_val=0.33,  acc_val=91.85% (best: 91.94% @ epoch 157)
09/03/2025 08:42:43 Epoch 164/200 summary:  loss_train=0.51041,  acc_train=99.93%,  loss_val=0.34,  acc_val=91.87% (best: 91.94% @ epoch 157)
09/03/2025 08:43:39 Epoch 165/200 summary:  loss_train=0.50995,  acc_train=99.94%,  loss_val=0.33,  acc_val=91.85% (best: 91.94% @ epoch 157)
